id,gender,marathonTimeAged,age,timeSqr,marathonTime,,marNum2016,marNum2015,marNum2014,marNum2013,marNum2012,otherNum2012,otherNum2013,otherNum2014,otherNum2015,otherNum2016,continue2014
96,Male,147.4083334,50,8.691686696,2.948166667,294.8166667,0,0,0,1,1,1,0,2,1,0,4
97,Male,141.8375,35,16.42275625,4.0525,405.25,0,0,1,0,0,0,0,0,0,0,2
98,Male,114.2333333,40,8.155784026,2.855833333,285.5833333,0,0,0,0,1,0,0,0,0,0,4
99,Male,113.2425,35,10.46846025,3.2355,323.55,1,1,0,0,0,0,0,0,0,0,3
100,Female,0,40,0,0,0,0,0,0,0,0,0,3,0,1,0,4
101,Male,46.67099999,18,6.722784693,2.592833333,259.2833333,0,0,1,0,0,0,0,0,0,0,2
102,Male,134.0475,45,8.873448026,2.978833333,297.8833333,0,0,0,1,0,0,0,0,0,0,4
103,Male,68.15499999,30,5.161226693,2.271833333,227.1833333,0,0,0,1,0,1,0,0,2,0,4
104,Female,138.1425,45,9.423876692,3.069833333,306.9833333,0,0,1,0,0,0,2,3,0,0,2
105,Female,65.30099999,18,13.16117469,3.627833333,362.7833333,0,0,1,0,0,1,1,0,0,0,2
106,Female,72.18666666,20,13.02728711,3.609333333,360.9333333,0,0,1,0,0,1,1,1,0,0,2
107,Male,108.795,45,5.845112113,2.417666667,241.7666667,0,0,0,0,1,0,0,0,0,0,4
108,Male,57.81666668,25,5.348427113,2.312666667,231.2666667,0,0,1,0,0,0,0,0,0,0,2
109,Male,0,50,0,0,0,0,0,0,0,0,0,0,0,2,0,4
110,Male,44.208,18,6.031936,2.456,245.6,0,1,0,0,0,0,0,0,0,0,3
111,Female,66.3,30,4.8841,2.21,221,0,0,0,1,0,0,0,0,0,0,4
112,Female,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,4
113,Male,103.74,35,8.785296,2.964,296.4,0,1,0,0,0,0,0,0,0,0,3
114,Male,103.6266667,40,6.71155378,2.590666667,259.0666667,0,0,0,0,1,3,6,1,1,0,4
115,Male,116.1591667,35,11.01465469,3.318833333,331.8833333,0,1,0,0,0,0,0,0,0,0,3
116,Female,140.5983333,55,6.534840109,2.556333333,255.6333333,0,0,0,1,0,0,0,0,0,0,4
117,Male,102.25,30,11.61673611,3.408333333,340.8333333,0,1,0,0,0,0,0,0,0,2,3
118,Female,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,4
119,Male,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,4
120,Female,119.14,30,15.77148844,3.971333333,397.1333333,0,0,1,0,0,0,0,1,0,0,2
121,Male,66.59583333,25,7.096008026,2.663833333,266.3833333,0,0,0,1,0,2,0,2,0,1,4
122,Male,48.66333334,20,5.920300029,2.433166667,243.3166667,0,0,0,1,0,1,3,0,1,0,4
123,Female,123.255,45,7.502121,2.739,273.9,0,0,0,1,0,0,0,0,0,0,4
124,Female,99.14,40,6.14296225,2.4785,247.85,0,1,0,0,0,0,0,0,0,0,3
125,Male,65.70500001,30,4.796830029,2.190166667,219.0166667,0,0,0,1,0,0,0,0,0,0,4
126,Male,72.65000001,30,5.864469446,2.421666667,242.1666667,0,0,0,1,0,0,0,0,0,0,4
127,Male,148.9858333,55,7.337778026,2.708833333,270.8833333,0,0,1,1,0,0,0,0,0,0,2
128,Female,42.16533333,16,6.944981776,2.635333333,263.5333333,0,0,0,1,0,2,0,0,0,0,4
129,Male,97.62,40,5.95604025,2.4405,244.05,0,1,0,0,0,1,0,1,1,1,3
130,Male,62.18499999,30,4.296638026,2.072833333,207.2833333,0,0,0,0,1,0,0,0,0,0,4
131,Male,79.875,30,7.08890625,2.6625,266.25,0,0,0,1,0,0,0,0,0,0,4
132,Female,139.8583334,50,7.824141363,2.797166667,279.7166667,0,0,0,1,1,2,2,4,0,1,4
133,Male,58.29583333,25,5.437446693,2.331833333,233.1833333,0,0,0,1,0,0,0,0,0,0,4
134,Male,116.0083334,50,5.383173363,2.320166667,232.0166667,0,0,0,1,0,0,0,0,0,0,4
135,Male,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,4
136,Male,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,4
137,Male,75.345,30,6.30763225,2.5115,251.15,0,0,0,1,0,2,1,2,3,2,4
138,Male,142.56,40,12.702096,3.564,356.4,0,1,0,0,0,0,0,0,0,0,3
139,Male,191.91,60,10.23040225,3.1985,319.85,0,1,0,0,0,0,0,0,0,0,3
140,Female,75.328125,30,6.304807129,2.5109375,251.09375,0,1,1,1,1,0,3,0,0,0,1
141,Male,103.4066667,40,6.683086696,2.585166667,258.5166667,0,0,0,0,1,1,0,0,0,0,4
142,Female,92.42499999,30,9.491534026,3.080833333,308.0833333,0,0,1,0,0,0,1,1,0,0,2
143,Male,41.27999999,18,5.259377776,2.293333333,229.3333333,0,1,0,0,0,0,0,0,0,0,3
144,Male,108.2666667,35,9.568711109,3.093333333,309.3333333,0,1,0,0,0,0,0,0,0,0,3
145,Male,74.39499999,30,6.149573359,2.479833333,247.9833333,0,0,1,0,0,3,1,0,0,0,2
146,Male,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,4
147,Male,44.25899999,18,6.045861359,2.458833333,245.8833333,0,1,0,0,0,0,0,0,0,0,3
148,Male,134.055,45,8.874441,2.979,297.9,0,1,0,0,0,0,1,1,0,0,3
149,Male,71.62,40,3.20589025,1.7905,179.05,0,0,0,0,1,0,0,0,0,0,4
150,Male,0,50,0,0,0,0,0,0,0,0,0,0,1,0,0,4
151,Male,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,4
152,Female,39.348,18,4.778596,2.186,218.6,0,1,0,0,0,0,0,1,0,0,3
153,Male,153.165,45,11.58494678,3.403666667,340.3666667,0,0,1,0,0,0,0,0,0,0,2
154,Male,108.25,30,13.02006944,3.608333333,360.8333333,0,1,0,0,0,0,0,0,0,1,3
155,Male,64.67083333,25,6.691706693,2.586833333,258.6833333,0,1,0,0,0,0,0,0,0,0,3
156,Female,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,4
157,Male,83.9,40,4.39950625,2.0975,209.75,0,0,0,1,1,2,5,1,1,1,4
158,Male,0,30,0,0,0,0,0,0,0,0,0,0,0,2,0,4
159,Male,89.01666668,25,12.67834711,3.560666667,356.0666667,0,0,0,1,0,0,0,0,0,0,4
160,Male,41.61500001,30,1.924231362,1.387166667,138.7166667,0,0,0,0,1,0,0,0,0,0,4
161,Female,62.375,25,6.225025,2.495,249.5,0,0,1,0,0,0,0,0,1,0,2
162,Female,82.33250001,30,7.531822842,2.744416667,274.4416667,0,0,0,1,1,1,1,0,1,0,4
163,Male,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,3
164,Male,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,4
165,Female,82.11999999,30,7.492993776,2.737333333,273.7333333,0,0,1,0,0,0,0,0,0,0,2
166,Male,96.88,40,5.866084,2.422,242.2,0,1,0,0,0,0,0,0,0,0,3
167,Female,233.55,60,15.15155625,3.8925,389.25,0,0,1,0,0,0,0,0,0,0,2
168,Male,109.0066667,40,7.426533363,2.725166667,272.5166667,0,0,0,0,1,1,0,1,0,0,4
169,Male,56.6375,25,5.13249025,2.2655,226.55,0,0,0,1,0,0,0,0,0,0,4
170,Male,71.34500001,30,5.655676696,2.378166667,237.8166667,0,0,0,0,1,3,1,1,0,1,4
171,Male,127.7916667,50,6.532284026,2.555833333,255.5833333,0,0,0,1,0,1,1,0,0,0,4
172,Male,53.37500001,30,3.165434029,1.779166667,177.9166667,0,0,0,1,0,6,6,0,0,0,4
173,Male,116.32,40,8.456464,2.908,290.8,0,0,1,0,0,0,0,0,0,0,2
174,Female,180.3375,45,16.06005625,4.0075,400.75,0,1,0,0,0,0,0,0,0,0,3
175,Male,97.2,25,15.116544,3.888,388.8,0,1,0,0,0,0,0,0,0,0,3
176,Male,90.96208335,35,6.754367842,2.598916667,259.8916667,0,1,1,0,0,0,0,0,0,0,1
177,Female,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,4
178,Male,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,4
179,Female,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,4
180,Male,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,4
181,Male,115.9066667,40,8.396472113,2.897666667,289.7666667,0,0,1,0,0,1,0,1,0,0,2
182,Female,124.2083334,50,6.171084029,2.484166667,248.4166667,0,1,0,0,0,0,0,0,0,0,3
183,Male,218.4,65,11.2896,3.36,336,0,0,1,0,0,0,0,0,0,0,2
184,Male,68.20416668,25,7.442893363,2.728166667,272.8166667,0,1,0,0,0,0,0,0,0,0,3
185,Female,106.1433333,40,7.041504505,2.653583333,265.3583333,0,1,0,1,1,0,3,0,0,0,3
186,Male,78.54,35,5.035536,2.244,224.4,0,0,0,0,1,0,0,1,0,1,4
187,Male,0,40,0,0,0,0,0,0,1,0,2,0,0,0,0,4
188,Male,67.63199999,18,14.11755378,3.757333333,375.7333333,0,1,0,0,0,0,0,0,0,0,3
189,Male,136.5008333,55,6.159496693,2.481833333,248.1833333,0,1,0,1,1,0,3,0,0,0,3
190,Female,68.21499999,30,5.170318026,2.273833333,227.3833333,0,0,1,0,0,0,1,0,0,1,2
191,Male,138.9133333,40,12.06057136,3.472833333,347.2833333,0,0,1,0,0,0,0,0,0,0,2
192,Male,117.0266667,40,8.559525446,2.925666667,292.5666667,0,0,1,0,0,0,0,0,1,0,2
193,Male,89.175,30,8.83575625,2.9725,297.25,0,1,0,1,0,0,0,1,0,0,3
194,Male,46.61,20,5.43123025,2.3305,233.05,0,0,0,0,1,2,0,0,0,0,4
195,Male,57.17399999,18,10.08909344,3.176333333,317.6333333,0,1,0,0,0,0,0,0,0,0,3
196,Male,121.6466667,40,9.248694696,3.041166667,304.1166667,0,0,1,0,0,0,0,0,0,0,2
197,Male,86.0475,35,6.04422225,2.4585,245.85,0,0,0,1,1,1,1,2,0,0,4
198,Female,0,35,0,0,0,0,0,0,1,0,1,1,2,1,0,4
199,Female,116.835,45,6.740946776,2.596333333,259.6333333,0,0,0,1,0,0,0,0,0,0,4
200,Male,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,4
201,Male,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,4
202,Male,132.78125,50,7.052344141,2.655625,265.5625,1,0,1,1,1,2,1,2,1,0,2
203,Male,0,20,0,0,0,0,0,0,0,0,0,1,1,2,0,4
204,Male,146.94,40,13.49460225,3.6735,367.35,0,1,0,0,0,0,0,0,0,0,3
205,Male,76.72333332,40,3.679043672,1.918083333,191.8083333,0,0,1,1,0,0,1,0,0,1,2
206,Female,118.8,50,5.645376,2.376,237.6,0,0,0,1,0,0,1,0,0,0,4
207,Male,98.50333332,40,6.064316672,2.462583333,246.2583333,1,0,1,0,2,2,2,2,1,1,2
208,Male,91.32083335,35,6.807750696,2.609166667,260.9166667,0,0,1,0,0,0,0,1,0,0,2
209,Female,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,4
210,Female,76.08,30,6.431296,2.536,253.6,0,0,0,1,0,1,0,0,0,0,4
211,Female,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,4
212,Male,96.24,40,5.788836,2.406,240.6,0,0,0,0,1,0,2,1,0,0,4
213,Male,87.68499999,30,8.542954692,2.922833333,292.2833333,0,1,0,0,0,0,0,0,0,0,3
214,Female,45.88500001,18,6.498250696,2.549166667,254.9166667,0,0,0,1,0,1,1,0,0,0,4
215,Female,131.565,45,8.54782678,2.923666667,292.3666667,0,1,0,0,1,0,0,0,0,0,3
216,Male,68.49,18,14.478025,3.805,380.5,0,0,1,0,0,0,0,0,0,0,2
217,Male,98.49500001,30,10.77918336,3.283166667,328.3166667,0,1,0,0,0,1,1,2,1,0,3
218,Female,118.1541667,35,11.39625069,3.375833333,337.5833333,0,0,1,0,0,0,0,0,0,0,2
219,Female,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,4
220,Female,77.57916668,25,9.629643363,3.103166667,310.3166667,0,0,1,0,0,0,0,0,0,0,2
221,Male,117.7691667,35,11.32210336,3.364833333,336.4833333,0,1,1,1,0,0,0,1,0,0,1
222,Male,98.9275,35,7.98910225,2.8265,282.65,0,0,0,0,1,0,1,0,0,0,4
223,Male,58.31499999,30,3.778488026,1.943833333,194.3833333,0,0,0,1,0,0,0,0,0,0,4
224,Male,112.1466667,40,7.86054678,2.803666667,280.3666667,0,0,1,0,0,0,0,0,1,0,2
225,Female,125.0025,45,7.716358026,2.777833333,277.7833333,0,0,0,0,1,0,0,0,0,0,4
226,Male,147.6975,45,10.77261803,3.282166667,328.2166667,0,1,0,0,0,0,0,0,0,0,3
227,Female,0,30,0,0,0,0,0,0,0,0,0,0,0,2,0,4
228,Male,59.44583333,25,5.65409136,2.377833333,237.7833333,0,0,0,1,0,0,1,0,0,0,4
229,Male,97.74500001,30,10.61565003,3.258166667,325.8166667,0,0,1,0,0,1,2,1,0,0,2
230,Male,72.14583333,25,8.328034026,2.885833333,288.5833333,0,1,0,0,0,0,0,0,0,0,3
231,Male,36.32,16,5.1529,2.27,227,0,0,0,0,1,5,0,0,0,0,4
232,Male,34.97999999,18,3.776544443,1.943333333,194.3333333,0,1,0,0,0,0,0,0,0,0,3
233,Male,97.9475,35,7.83160225,2.7985,279.85,0,0,1,0,0,1,0,0,0,0,2
234,Male,45.755,15,9.304533442,3.050333333,305.0333333,0,0,1,0,0,0,0,0,0,0,2
235,Female,93.39583333,25,13.95645069,3.735833333,373.5833333,0,1,0,0,0,0,0,0,0,0,3
236,Female,51.83850001,18,8.293920009,2.879916667,287.9916667,0,0,1,1,0,0,1,1,2,0,2
237,Male,127.7175,45,8.05519003,2.838166667,283.8166667,0,0,0,1,0,0,1,1,0,0,4
238,Male,150.8166667,50,9.098266776,3.016333333,301.6333333,0,0,0,1,0,0,0,0,0,0,4
239,Male,119.22,40,8.88338025,2.9805,298.05,0,1,0,0,0,0,0,0,0,0,3
240,Female,71.72499999,30,5.716084026,2.390833333,239.0833333,0,0,0,1,0,0,0,1,0,0,4
241,Male,80.09499999,30,7.128010026,2.669833333,266.9833333,0,0,0,1,0,0,0,0,0,0,4
242,Male,138.425,50,7.66459225,2.7685,276.85,0,0,0,0,1,0,0,0,0,0,4
243,Male,107.6083334,50,4.631821363,2.152166667,215.2166667,0,0,0,0,1,0,0,0,0,0,4
244,Male,99.59833335,35,8.09781878,2.845666667,284.5666667,0,0,1,0,0,0,0,0,0,0,2
245,Male,47.637,18,7.00396225,2.6465,264.65,0,1,0,0,0,0,0,0,0,0,3
246,Female,47.78333334,20,5.708117363,2.389166667,238.9166667,0,0,0,1,0,0,2,1,0,0,4
247,Male,83.67916666,35,5.716084026,2.390833333,239.0833333,0,0,1,0,0,2,2,2,1,0,2
248,Female,118.8666667,40,8.83080278,2.971666667,297.1666667,0,1,0,0,0,0,0,0,1,0,3
249,Female,64.49583333,25,6.655540026,2.579833333,257.9833333,0,0,0,1,0,1,0,0,1,1,4
250,Female,63.05833333,25,6.362165443,2.522333333,252.2333333,0,1,0,0,0,0,0,0,0,0,3
251,Male,0,50,0,0,0,0,0,0,0,0,0,0,1,0,0,4
252,Female,101.76,40,6.471936,2.544,254.4,0,0,0,1,0,0,0,0,0,0,4
253,Male,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,4
254,Male,87.53000001,30,8.51277878,2.917666667,291.7666667,0,1,0,0,0,0,0,0,0,0,3
255,Male,59.53199999,18,10.93845378,3.307333333,330.7333333,0,0,1,0,0,0,0,0,0,0,2
256,Male,123.9333333,40,9.599669442,3.098333333,309.8333333,0,1,0,0,0,0,0,0,0,0,3
257,Female,109.5866667,40,7.505773446,2.739666667,273.9666667,0,0,0,0,1,0,0,0,1,0,4
258,Male,103.575,45,5.297669446,2.301666667,230.1666667,0,1,0,1,0,2,3,2,0,0,3
259,Male,97.65,35,7.7841,2.79,279,0,0,1,0,0,2,0,1,2,1,2
260,Male,60.759,18,11.39400025,3.3755,337.55,0,0,1,1,0,0,0,1,0,0,2
261,Female,187.3583334,50,14.04125803,3.747166667,374.7166667,0,1,0,0,0,0,0,0,0,0,3
262,Male,130.71,45,8.437088446,2.904666667,290.4666667,0,1,0,0,0,0,0,0,0,0,3
263,Male,52.51800001,18,8.51277878,2.917666667,291.7666667,0,0,1,0,0,0,0,0,0,0,2
264,Male,91.95999999,30,9.396268442,3.065333333,306.5333333,0,0,1,0,0,0,0,0,0,0,2
265,Male,87.42125,35,6.238755063,2.49775,249.775,0,1,1,0,0,0,0,0,0,0,1
266,Male,165.165,60,7.577632563,2.75275,275.275,0,0,1,1,0,0,0,0,0,0,2
267,Male,0,40,0,0,0,0,0,0,1,0,0,0,0,0,0,4
268,Male,54.39250001,15,13.1490847,3.626166667,362.6166667,0,0,1,0,0,0,0,0,0,0,2
269,Male,52.66666668,25,4.438044446,2.106666667,210.6666667,0,1,0,0,0,0,0,0,0,0,3
270,Male,103,40,6.630625,2.575,257.5,0,1,0,0,0,0,2,2,0,1,3
271,Male,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,4
272,Male,72.30500001,30,5.808903363,2.410166667,241.0166667,0,1,0,0,0,0,0,0,1,0,3
273,Male,0,55,0,0,0,0,0,0,0,0,0,0,0,1,0,4
274,Male,36.665,15,5.974765443,2.444333333,244.4333333,0,1,0,0,0,0,1,0,0,0,3
275,Male,135.97,60,5.135511363,2.266166667,226.6166667,0,0,0,1,1,0,0,0,0,0,4
276,Female,147.1916667,50,8.666154692,2.943833333,294.3833333,0,0,1,0,0,0,0,0,0,0,2
277,Male,152.8833334,50,9.349325446,3.057666667,305.7666667,0,1,0,0,0,0,0,0,0,0,3
278,Male,69.34666666,35,3.925681776,1.981333333,198.1333333,0,1,0,0,0,0,0,0,0,0,3
279,Male,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,4
280,Male,104.2666667,40,6.794711113,2.606666667,260.6666667,0,0,0,1,0,1,0,0,0,0,4
281,Male,78.68499999,30,6.879254693,2.622833333,262.2833333,0,1,0,0,0,0,0,0,0,0,3
282,Male,73.74208335,35,4.439097842,2.106916667,210.6916667,1,1,1,0,1,0,1,0,1,1,1
283,Male,54.15600001,18,9.052075113,3.008666667,300.8666667,0,1,0,0,0,0,0,0,0,0,3
